0,1
凑凑火锅,凑凑
漫猫咖啡馆,漫猫咖啡
罗帝可可,"罗帝可可, RODICOCO"
漾漾好贡茶,漾漾好贡茶
街头茶客,街头茶客
拉芳舍咖啡·美食办公区,拉芳舍
皇城老妈火锅,皇城老妈
漾漾好贡茶,漾漾好贡茶
外婆烧,外婆烧
一只酸奶牛,一只酸奶牛
骑士老虎茶·黑糖,骑士老虎茶
豪享来牛排,豪享来
茶之道,茶之道
蓝山咖啡馆,蓝山咖啡
DORABELLA朵娜贝拉,"朵娜贝拉, dorabella"
本位咖啡,"本位咖啡, BASIS COFFEE, BASISCOFFEE"
川国演义旋转小火锅,"川国演义, 川锅演义"
辣府,辣府
香天下自助火锅,香天下
恒记甜品,恒记甜品
阿官火锅专家,阿官火锅专家
柠檬王子,柠檬王子
傣妹火锅,傣妹火锅
糖半甜生日蛋糕,糖半甜
唯客蒸笼面,唯客
茶米茶奶茶店,"茶米, CHAME"
小龙坎老火锅,小龙坎老火锅
星期五串坊,"星期五, FRIDAYS"
迪欧咖啡,迪欧咖啡
九龙巴士,九龙巴士
吉祥馄饨,吉祥馄饨
肯德基,"肯德基, KFC"
吉祥馄饨,吉祥馄饨
唯客多牛肉意面会馆,唯客
蓝山咖啡馆,蓝山咖啡
重庆齐齐火锅,齐齐火锅
皇城老妈火锅,皇城老妈
茶风暴,茶风暴
辣三疯美蛙鱼头火锅,辣三疯美蛙鱼头
锅小二半自选火锅,锅小二
檬舒舒MonChouChou,"檬舒舒, MonChouChou"
觅甜记港式甜品,觅甜记
糖皇甜品,糖皇甜品
星巴克,"星巴克, Starbucks"
迪欧咖啡,迪欧咖啡
乐乐茶,"乐乐茶, LELECHA, LE LE CHA"
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
泰芒了,泰芒了
毛家饭店驴肉薄皮大馅饺子,毛家饭店
老乡鸡米饭桂花汤圆,老乡鸡
半兽人旋转火锅,半兽人
凉先绅,凉先绅
舌尖记忆,舌尖记忆
茶里茶里,茶里茶里
TEDDY ISLAND,"泰迪咖啡, Teddy"
九鼎轩精菜馆,九鼎轩
喜乐芝饮品店,"喜乐芝, XEELEEZ"
唯客哆,唯客
甜品工房,甜品工房
皇城老妈,皇城老妈
汕头八合里海记牛肉火锅店,八合里海记
茶着,茶着
玛格利塔,"玛格利塔, Magritta"
BBQ Café,"比比客, bbq"
陶然居,陶然居
捞王酸菜鱼,捞王
酌味涮健康小火锅,酌味涮
MANGO SIX,"MANGO SIX, MANGOSIX"
阿贝兹披萨,"阿贝兹, MiaBellezza"
哈根达斯,哈根达斯
鱼豆吉·豆浆鱼火锅,鱼豆吉
素匠泰茶,素匠泰茶
鲜果优悠,"鲜果优, Fresh MIX, FreshMIX"
百特喜鹅肝比萨意大利餐厅,"百特喜, BAKERS"
库布里克书店咖啡,"库布里克, kubrick"
答案奶茶,"答案, ANSWER TEA, ANSWERTEA"
滇草香老北京铜火锅,滇草香
COMEBUY 甘杯,"甘杯, COMEBUY"
捞王锅物料理,捞王
蒙自源,蒙自源
淮都辣府,辣府
不二茶铺FuJiTea,不二茶铺
老港记松枝记,老港记
川府老妈,川府老妈
石二锅,石二锅
索菲克汉堡,"索菲克, Sofeco"
哈里欧咖啡,哈里欧咖啡
玛格利塔现烤披萨,"玛格利塔, Magritta"
爱思米时尚简餐,"爱思米, Kissme"
正新鸡排,正新鸡排
Venchi,venchi
贡茶,贡茶
西少爷焖肉饭、排骨饭,西少爷
蒸功夫快餐,蒸功夫
素百味,素百味
如一坊,如一坊
Miss宋御茶坊,miss宋
问茶,问茶
DairyQueen,"冰雪皇后, Dairy Queen, DairyQueen"
港芝悦TeaVB港式奶茶,港芝悦
阿叔熬奶茶,阿叔熬奶茶
VQ鲜榨果汁,VQ鲜榨果汁
德庄火锅,德庄火锅
漫猫咖啡,漫猫咖啡
来必堡,来必堡
猫揽仙甜品主题餐厅,猫揽仙
面点王大排档,面点王
巴贝拉意式餐厅,"巴贝拉, Babela"
C多多,c多多
酒窝甜品,酒窝甜品
榴莲一品,榴莲一品
上岛咖啡,上岛咖啡
口福居火锅,口福居火锅
奈雪の茶,奈雪の茶
佰人王串串香火锅,佰人王串串香
朝茶,朝茶
DORABELLA,"朵娜贝拉, dorabella"
SPR咖啡店,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
西堤牛排,"西堤牛排, Tasty"
DairyQueen,"冰雪皇后, Dairy Queen, DairyQueen"
爱思米快餐,"爱思米, Kissme"
Luckin coffee瑞幸咖啡,"瑞幸咖啡, luckin"
猫山王榴莲甜品,"猫山王, Musang King, MusangKing"
良木缘咖啡,良木缘
汤饱宝,汤饱宝
teddy cafe,"泰迪咖啡, Teddy"
屿蓝湾鲜果茶,屿蓝湾鲜果茶
爱思米麻辣香锅,"爱思米, Kissme"
辣府纸包鸡,辣府
荼啡茶,荼啡茶
九龙巴士,九龙巴士
vox.coffee唯咖啡,"唯咖啡, VOX"
唯客多牛排饭,唯客
不二茶铺FuJiTea,不二茶铺
黑龙茶,黑龙茶
豪尚豪牛排馆,豪尚豪
大家乐燃面,大家乐
一只酸奶牛,一只酸奶牛
肯德基,"肯德基, KFC"
Pierre Marcolini,"Pierre Marcolini, PierreMarcolini"
必来客,"必来客, BELIKE"
8波茶,"8波茶, 8 bo tea, 8botea, 8bo tea"
蛙来哒炭烧牛蛙,蛙来哒
泰芒了,泰芒了
研磨时光咖啡,研磨时光
重庆齐齐火锅,齐齐火锅
蛋挞王,蛋挞王
港芝悦,港芝悦
相思蜜哒创意甜品,相思蜜哒
外婆家小面,外婆家
葡茶POCTEA,"葡茶, Port Tea, PortTea"
糖百府,糖百府
必来客,"必来客, BELIKE"
Meeteastore,"鸣茶, MEE TEA, MEETEA"
猫山王榴莲工坊,"猫山王, Musang King, MusangKing"
大快活,大快活
周麻婆,周麻婆
王子拉茶,王子拉茶
MANGOSIX,"MANGO SIX, MANGOSIX"
老娘舅,老娘舅
豪客来牛排,"豪客来, houcaller"
1点点,"1点点, 1點點"
面点王,面点王
茶之道茶饮,茶之道
佳佳基汉堡炸鸡,佳佳基
五条人糖水铺,五条人糖水铺
芝士客皇茶,芝士客皇茶
小尾羊全羊馆,小尾羊
掂档潮汕牛肉火锅,掂档潮汕牛肉
黔乡牧人烫皮羊肉火锅,黔乡牧人
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
辣莊重庆老火锅,辣莊
海底捞外送,海底捞
川江号子龙虾馆,川江号子
糖汇甜品,糖汇甜品
蒙自源云南过桥米线,蒙自源
川渝部落重庆老火锅,川渝部落
吸吉茶,"吸吉茶, CITITEA, CITITEE"
布维记,布维记
麦当劳,"麦当劳, ""MCDONALDS"""
奈雪の茶,奈雪の茶
乡村基文化言,"乡村基, CSC"
金五门秘制老火锅,金五门
阿水大杯茶,阿水大杯茶
水天堂,水天堂
星巴克,"星巴克, Starbucks"
Luckin? coffee,"瑞幸咖啡, luckin"
口渴了饮品,口渴了
永和豆浆,永和豆浆
虾吃虾涮,虾吃虾涮
年年大丰收鱼庄,年年大丰收鱼庄
豪客来牛排,"豪客来, houcaller"
柠檬工坊,柠檬工坊
8botea,"8波茶, 8 bo tea, 8botea, 8bo tea"
大龙燚火锅,大龙燚
茶里茶里,茶里茶里
72街,72街
泡泡撞茶,泡泡撞茶
kfc风味香酥鸡块,"肯德基, KFC"
傣妹火锅,傣妹火锅
茶百道,茶百道
外婆烧.老底子杭帮菜,外婆烧
8 Bo tea 八波茶,"8波茶, 8 bo tea, 8botea, 8bo tea"
小尾羊,小尾羊
重庆喜缘火锅,喜缘火锅
玛丽莲,玛丽莲
西树泡芙,"Chez Choux, 西树泡芙"
知乎茶也,知乎茶也
C多多时尚饮品,c多多
麦地初茶,麦地初茶
巴贝拉意式休闲餐厅,"巴贝拉, Babela"
大龙燚火锅,大龙燚
阿叔熬奶茶,阿叔熬奶茶
李先生加州牛肉面大王,"李先生, Mrlee"
重庆大队长主题火锅,大队长主题火锅
Port Tea葡茶,"葡茶, Port Tea, PortTea"
佰人王串串香,佰人王串串香
豪客来牛排,"豪客来, houcaller"
8090鲜萃茶,8090鲜萃茶
满哥甜品,满哥甜品
奶熊奶茶店,奶熊奶茶
胡须张鲁肉饭,胡须张
麦当劳,"麦当劳, ""MCDONALDS"""
青柠记忆泰式海鲜火锅,青柠记忆
觅甜记,觅甜记
世界茶饮,世界茶饮
黄记煌三汁焖锅,黄记煌
ZOO COFFEE,"动物园咖啡, zoo coffee, zoocoffee"
ICE DEMON,"冰雪怪, ICE DEMON, ICEDEMON"
72街,72街
不二锅FUJIPOT小火锅,不二锅
御厨传奇自助涮烤,御厨传奇
咖啡陪你,"咖啡陪你, Caffebene"
皇城老妈,皇城老妈
O2小氧,o2小氧
优格花园,优格花园
东来顺饭庄,东来顺
小尾羊餐饮,小尾羊
胡须张鲁肉饭,胡须张
o2小氧鲜榨果汁,o2小氧
尚上捞小火锅,尚上捞
连咖啡CoffeeBox,"连咖啡, Coffee Box, CoffeeBox"
石二锅,石二锅
丹堤咖啡,丹堤咖啡
五条人糖水铺,五条人糖水铺
多米诺豆花甜品站,多米诺豆花
粥全粥到,粥全粥到
汉堡王子,"汉堡王, BurgerKing"
茶之道皮革城店,茶之道
胡须张卤肉饭,胡须张
新辣道,新辣道
谭鸭血老火锅,谭鸭血
漾漾好贡茶,漾漾好贡茶
全城寻味小吃城,全城寻味
川味观大盘鸡酸菜鱼,川味观
佳佳基,佳佳基
萨莉亚,"萨莉亚, Saizeriya"
丹堤咖啡,丹堤咖啡
永和豆浆,永和豆浆
弥茶,弥茶
阿香婆炒鸡,阿香婆
港饮之港新路村店,港饮之港
喜栈,"喜栈, XZ"
黄记煌三汁焖锅,黄记煌
站亭甜甜圈,"站亭, Donut stop, Donutstop"
牛b奶奶,牛B奶奶
川国演义,"川国演义, 川锅演义"
movo,"摩威冰淇淋, movo"
inWE因味茶,"因味茶, inWE"
MEETEA鳴茶,"鸣茶, MEE TEA, MEETEA"
MINIMELTS迷你美珠冰淇淋,Minimelts
豪客来牛排,"豪客来, houcaller"
渝城老妈,渝城老妈
胡须张鲁肉饭,胡须张
金五门秘制火锅,金五门
蛋仔小茶,蛋仔小茶
漫咖啡,"漫咖啡, MAANCOFFEE"
有茶出沫,"有茶, YO! Tea, YO!Tea"
lelecha乐乐茶,"乐乐茶, LELECHA, LE LE CHA"
名味食煲仔饭,名味食
新元素概念餐厅,"新元素, Elementfresh"
弥茶,弥茶
和合谷国人快餐,和合谷
靓茶,"靓茶, leeacca"
青沫茶颜,青沫茶颜
泰芒了,泰芒了
重庆刘一手火锅,"刘一手火锅, 重庆刘一手火锅"
蒸膳美食,蒸膳美
CAPITANO COFFEE,"元帅咖啡, capitano coffee, capitanocoffee"
甜猫甜品,甜猫甜品
喜虾客特色虾火锅,喜虾客
微咖啡,"微咖啡, MicroCoffee"
塞纳左岸咖啡西餐厅,"塞纳左岸, SanaZoan"
茶里茶里,茶里茶里
茶托邦,茶托邦
肯德基,"肯德基, KFC"
segafredo奶茶咖啡简餐酒水,Segafredo
五条人糖水铺,五条人糖水铺
Chikalicious,Chikalicious
味蜀吾成都火锅,味蜀吾
makamaka滋蛋仔,"滋蛋仔, MAKA MAKA, MAKAMAKA"
薡茶,"薡茶, ding tea, dingtea"
CITITEE一吸吉茶,"吸吉茶, CITITEA, CITITEE"
爱咪欧冻酸奶,"爱咪欧, Ei mio, Eimio"
西树泡芙,"Chez Choux, 西树泡芙"
宇治茶铺,宇治茶铺
雪花姐姐,雪花姐姐
素百味自助健康蔬食汇,素百味
食通天美食广场,食通天美食广场
8botea 8波茶,"8波茶, 8 bo tea, 8botea, 8bo tea"
茶家杂记,茶家
百年老妈火锅,百年老妈
茶屋语,"茶屋, TRDLO"
舌尖记忆,舌尖记忆
萃茶师,萃茶师
宇治茶铺,宇治茶铺
巴人小龙坎老火锅,小龙坎老火锅
乌煎道黑龙茶,乌煎道黑龙茶
马兰拉面,"马兰拉面, Malan"
唐恩都乐,"唐恩都乐, dunkin donuts, dunkindonuts"
C多多,c多多
百年老妈牛油火锅,百年老妈
热辣壹号,热辣壹号
奶茶博士,奶茶博士
重庆过江龙火锅宣恩店,过江龙火锅
舌尖记忆,舌尖记忆
蒂米雪蛋糕店,"蒂米雪, DIMIXUE"
皇家捞王重庆火锅,捞王
McCafe,"麦咖啡, McCafe"
Double Win Cafe,"Double Win Cafe, DoubleWinCafe"
小红袍香港私房火锅料理,小红袍
夏日沫沫茶,夏日沫沫茶
咖啡陪你,"咖啡陪你, Caffebene"
五条人糖水铺,五条人糖水铺
马兰拉面,"马兰拉面, Malan"
张阿姨奶茶,张阿姨奶茶
水天堂西餐厅,水天堂
谷子帝五谷煎饼,谷子帝
炊二哥四川火锅,炊二哥
海底捞,海底捞
喜茶,"喜茶, HEEKCAA"
麦隆咖啡,"麦隆咖啡, MELLOWER"
雅岛英皇茶,雅岛英皇茶
糖品,糖品
探茶tamcaa,探茶
酒窝甜品,酒窝甜品
Teddy Bus 泰迪巴士,"泰迪咖啡, Teddy"
谷子帝五谷煎饼,谷子帝
暹香泰茶,暹香泰茶
哆可,哆可
迪欧咖啡,迪欧咖啡
丹堤咖啡,丹堤咖啡
鲜果时间,鲜果时间
茶百道,茶百道
载沅家炒酸奶,载沅家
阿水大杯茶,阿水大杯茶
三元梅园,三元梅园
面点王,面点王
蒸浏记,蒸浏记
Hollys Coffee 豪丽斯咖啡,"豪丽斯, HOLLYS COFFEE, HOLLYSCOFFEE"
花逅·爱心火锅,花逅
蓝山咖啡馆,蓝山咖啡
嘉和一品粥,嘉和一品
香芋仙,香芋仙
仙芋传奇甜品店,仙芋传奇
蒸功夫特色小吃,蒸功夫
华必和,华必和
许留山,许留山
小龙坎老火锅,小龙坎老火锅
骑士老虎茶,骑士老虎茶
彤德莱火锅,彤德莱
THEONE,"炭茶, THEONE"
彤德莱火锅,彤德莱
必胜客快餐,必胜客
茶颜茶语,茶颜茶语
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
Venchi,venchi
大虎老火锅,大虎老火锅
胡须张鲁肉饭,胡须张
吉祥馄饨·面,吉祥馄饨
星巴克,"星巴克, Starbucks"
青柠记忆泰式海鲜火锅,青柠记忆
巴贝拉披萨,"巴贝拉, Babela"
电台巷火锅,电台巷
下一站奶茶吧,下一站奶茶
红舵码头小火锅,红舵码头
悟茶,悟茶
72街,72街
老娘舅,老娘舅
汕头八合里海记牛肉,八合里海记
香天下老火锅,香天下
茶米恰恰,"茶米, CHAME"
和合谷,和合谷
大家乐,大家乐
黑泷太郎,黑泷太郎
1点点,"1点点, 1點點"
芋观园,芋观园
百年老妈火锅,百年老妈
喜虾客,喜虾客
阿华大虾音乐主题餐厅,阿华大虾
本宫的茶GENGONGSTEA,本宫的茶
嗲茶,嗲茶
二人锅,二人锅
辣府,辣府
内蒙小肥羊,小肥羊
鹿野茶事,鹿野茶事
舞茶道,舞茶道
萨莉亚,"萨莉亚, Saizeriya"
缤果鲜茶,缤果鲜茶
C多多,c多多
良木缘咖啡西餐,良木缘
大头椰·海南椰子鸡火锅,大头椰
蜜菓鲜饮,蜜菓
一芳水果茶,一芳水果茶
嗲茶,嗲茶
贵族世家牛排,贵族世家牛排
东来顺,东来顺
芒可港式甜品,芒可
川锅演义,"川国演义, 川锅演义"
MOVO意大利手工冰淇淋,"摩威冰淇淋, movo"
佳客来牛排,"佳客来, JOYCALLER"
淘汰郎小火锅外卖,淘汰郎
蓝樽咖啡,"蓝樽咖啡, Blue bottle, Bluebottle"
亚惠美食,亚惠美食
costa coffee,"咖世家, costa"
佳客来牛排专家,"佳客来, JOYCALLER"
江一湖重庆老火锅,江一湖
迪欧咖啡,迪欧咖啡
谭鸭血老火锅,谭鸭血
水天堂,水天堂
YO!Tea有茶,"有茶, YO! Tea, YO!Tea"
chikalicious,Chikalicious
海底捞自助火锅,海底捞
comebuy,"甘杯, COMEBUY"
新味捞王猪肚鸡,捞王
五条人糖水铺,五条人糖水铺
豪尚豪牛排馆,豪尚豪
媚娘の茶,媚娘の茶
大渝火锅,大渝火锅
布维记,布维记
吉野家,吉野家
爷茶,"爷茶, GRANDPA"
西树泡芙,"Chez Choux, 西树泡芙"
觅甜记甜品,觅甜记
hey juice茶桔便,"茶桔便, Hey Juice, HeyJuice"
汤饱宝,汤饱宝
inWE因味茶,"因味茶, inWE"
如创于茶,如创于茶
半兽人旋转小火锅,半兽人
Le Bonheur 楽本,"Le bonheur, Lebonheur"
茶百道,茶百道
萨莉亚,"萨莉亚, Saizeriya"
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
新元素,"新元素, Elementfresh"
麦隆咖啡,"麦隆咖啡, MELLOWER"
台中牛排馆,台中牛排馆
吉野家,吉野家
Ice Demon,"冰雪怪, ICE DEMON, ICEDEMON"
笨茶,笨茶
锅小二食尚火锅,锅小二
INCHA印茶,"印茶, INCHA"
尚客优品,尚客优品
茶屋语·奶茶铺,"茶屋, TRDLO"
royaltea皇冕皇茶,"皇茶, royal tea, royaltea"
淘汰郎小火锅,淘汰郎
辛迪果饮鲜榨果汁,"辛迪果饮, cider drink, ciderdrink"
香港湾仔辉哥火锅,辉哥火锅
巴贝拉意式休闲餐厅,"巴贝拉, Babela"
甜贵人港台甜品,甜贵人
千味涮涮吧,千味涮
加拿大百怡咖啡,加拿大百怡咖啡
查理布朗咖啡专门店,查理布朗
老港记,老港记
芝士客皇茶,芝士客皇茶
重庆孔亮火锅,孔亮火锅
芋贵人,芋贵人
烹大师火锅,烹大师
bbqclub相约川味,"比比客, bbq"
塞纳左岸咖啡,"塞纳左岸, SsanaZoan"
必来客,"必来客, BELIKE"
一芳台湾水果茶,一芳台湾水果茶
维果部落,"维果部落, vingco"
麻辣小屋,麻辣小屋
过江龙火锅,过江龙火锅
孔亮火锅,孔亮火锅
漫咖啡厅,"漫咖啡, MAANCOFFEE"
蛋仔小茶,蛋仔小茶
一夫茶,一夫茶
外婆家乡味小厨·土锅土灶,外婆家
BBQ韩式炸鸡,"比比客, bbq"
鑫港澳门豆捞,澳门豆捞
茉沏,茉沏
芋观园,芋观园
玛格利塔·披萨·意面,"玛格利塔, Magritta"
外婆烧快餐,外婆烧
7分甜,7分甜
四川香天下火锅,香天下
金五门秘制火锅,金五门
啡域咖啡,啡域咖啡
啡域咖啡,啡域咖啡
茗记甜品,茗记甜品
SUNPARTY COFFEE,"圣巴里, SUNPARTY"
享辣莊麻辣海鲜,辣莊
西少爷面馆,西少爷
漾漾好贡茶,漾漾好贡茶
一夫茶,一夫茶
黑龙茶,黑龙茶
恋暖初茶,恋暖初茶
不二锅FUJIPOT小火锅,不二锅
德克士,"德克士, Dicos"
麦当劳,"麦当劳, ""MCDONALDS"""
honey creme,"Honey Creme, HoneyCreme"
重庆孔亮火锅,孔亮火锅
melting monkey,"慕婷, Meltin"
台资味,台资味
黑泷堂饮铺,黑泷堂
茶语时光,茶语时光
春阳茶事,春阳茶事
经士贡龙茶,经士贡龙茶
珍奶工坊,珍奶工坊
茶颜茶语,茶颜茶语
微咖啡,"微咖啡, MicroCoffee"
麦隆咖啡,"麦隆咖啡, MELLOWER"
丹堤咖啡,丹堤咖啡
microcoffee咖啡厅,"微咖啡, MicroCoffee"
太二酸菜鱼,太二酸菜鱼
吉野家,吉野家
青柠记忆泰式海鲜火锅,青柠记忆
玛丽莲甜品,玛丽莲
许留山,许留山
周麻婆,周麻婆
小摘堂茶饮品,小摘堂茶
帕斯库奇咖啡,"帕斯库奇, Pascucc"
三不牛腩,三不牛腩
珍仕菓鲜榨果汁JAZCU,"珍仕菓, Jazcu"
室町品茶,室町品茶
和茶仓,和茶仓
东来顺饭庄,东来顺
淳百味,淳百味
illy咖啡厅,illy咖啡
茗记甜品,茗记甜品
捞王羊肉煲·鹅煲,捞王
茶颜悦色,茶颜悦色
麻麻辣府,辣府
大娘水饺,大娘水饺
LA NUOVA乐诺华,"LA NUOVA, LANUOVA"
必胜客,必胜客
陶然居,陶然居
港饮之港,港饮之港
关茶,关茶
大渝火锅,大渝火锅
小龙坎老火锅,小龙坎老火锅
探茶,探茶
DECHOCOLATECOFFEE,"迪巧克, DE CHOCOLATE, DECHOCOLATE"
载沅家炒酸奶,载沅家
谷子帝五谷煎饼,谷子帝
咖啡之翼自助咖啡机,咖啡之翼
大快活,大快活
张阿姨奶茶,张阿姨奶茶
Dairy Queen冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
周麻婆,周麻婆
满记甜品,满记甜品
狗不理灌汤包,狗不理
星角榴芒冰锅,"星角, Mango star, Mangostar"
Venchi,venchi
请用茶,请用茶
甜品时间,"甜品时间, DessertMemory"
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
意大利咖啡,"意大利咖啡, Cafe Barbera, CafeBarbera"
弥茶,弥茶
茶与布朗,茶与布朗
咔嗞甜甜圈,咔嗞甜甜圈
东池便当,东池便当
李先生牛肉面大王,"李先生, Mrlee"
陶然居,陶然居
一点味餐厅,一点味餐厅
杰克西餐厅,杰克西餐厅
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
面点王,面点王
宇治茶铺,宇治茶铺
cafe de paris甜品店,"帝佰利, cafe de Paris, cafedeParis"
Coffee Box,"连咖啡, Coffee Box, CoffeeBox"
Hollys Coffee 豪丽斯咖啡,"豪丽斯, HOLLYS COFFEE, HOLLYSCOFFEE"
重庆德庄火锅,德庄火锅
相思蜜哒,相思蜜哒
WHO’STEA,"胡子茶, WHO’S TEA, WHO’STEA"
阿华大虾,阿华大虾
小蒙牛全牛香汤火锅,小蒙牛
蒸功夫早点,蒸功夫
非茶不可,非茶不可
良木缘咖啡厅,良木缘
乡村基,"乡村基, CSC"
本宫的茶,本宫的茶
印茶INCHA,"印茶, INCHA"
媚娘の茶,媚娘の茶
重庆小天鹅火锅,重庆小天鹅
好伦哥,"好伦哥, Origus"
春阳茶事,春阳茶事
沐菓台湾舒果鲜茶店,沐菓台
良木缘咖啡西餐,良木缘
华夫班特咖啡吧,"华夫班特, waffle bant, wafflebant"
年年大丰收鱼庄,年年大丰收鱼庄
肯德基恒隆甜品站,"肯德基, KFC"
红屋牛排,红屋牛排
巴乡鱼头,巴乡鱼头
庆丰包子铺,庆丰包子铺
大渝火锅,大渝火锅
优果,"优果, Yogo Juice, YogoJuice"
弥茶,弥茶
粥鼎记港台名吃,粥鼎记
猫屎咖啡Kopiluwak Coffee,猫屎咖啡
王子拉茶,王子拉茶
重庆巴山味庄火锅串串,巴山味庄
布歌东京Mvuke Tokyo,"布歌东京, mvuke tokyo, mvuketokyo"
江一湖重庆火锅,江一湖
重庆秦妈火锅,秦妈火锅
Zoo Coffee,"动物园咖啡, zoo coffee, zoocoffee"
麦当劳,"麦当劳, ""MCDONALDS"""
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
重庆齐齐火锅,齐齐火锅
乡村基,"乡村基, CSC"
TWOSOME途尚咖啡,"途尚咖啡, Twosome"
淳百味私房菜,淳百味
哈根达斯,哈根达斯
猫屎咖啡,猫屎咖啡
榴芒一族,榴芒一族
1点点,"1点点, 1點點"
仙芋世家,仙芋世家
四海游龙,四海游龙
雪花姐姐鲷鱼烧,雪花姐姐
DORABELLA 朵娜贝拉,"朵娜贝拉, dorabella"
意浓咖啡世界,意浓咖啡
欢乐柠檬力宝店,欢乐柠檬
天天健康煮新概念火锅,健康煮
乡水源火锅,乡水源
鱼豆吉·豆浆鱼火锅,鱼豆吉
北家姓转转小火锅,北家姓
NenluTea,"嫩绿茶, Nenlu Tea, NenluTea"
zoocoffee,"动物园咖啡, zoo coffee, zoocoffee"
熬八年台湾火锅,熬八年
彩虹雪雪花冰,彩虹雪
马克西姆俄罗斯餐厅,"马克西姆, Maxims"
许府牛火锅·祖传牛骨头汤,许府牛
树心旁芝士小栈,树心旁
德克士,"德克士, Dicos"
狗不理美食城,狗不理
嘉和一品粥,嘉和一品
糖半甜,糖半甜
兰特伯爵西餐厅,兰特伯爵
有拈头成都市井火锅,有拈头
蒸浏记,蒸浏记
斯利美,斯利美
SPR COFFEE,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
小蒙牛麻辣养生锅,小蒙牛
重庆秦妈火锅,秦妈火锅
澳门豆捞,澳门豆捞
奶茶工坊,奶茶工坊
蜜坐茶物语,蜜坐
贵族世家牛排,贵族世家牛排
恩茶,"恩茶, ENCHA"
LEEACCA靓茶,"靓茶, leeacca"
尚上捞旋转小火锅店,尚上捞
三只耳火锅,三只耳
虾吃虾涮,虾吃虾涮
玛格利塔,"玛格利塔, Magritta"
杏记甜品,杏记甜品
集渔·泰式海鲜火锅,集渔
欧包与茶,欧包与茶
萨莉亚意式餐厅,"萨莉亚, Saizeriya"
三不牛腩火锅,三不牛腩
糖半甜私房蛋糕,糖半甜
觅甜记甜品,觅甜记
许留山港式甜品,许留山
九龙巴士港式奶茶,九龙巴士
漫猫咖啡,漫猫咖啡
茶桔便,"茶桔便, Hey Juice, HeyJuice"
四云奶盖贡茶,四云奶盖贡茶
巴奴毛血旺,巴奴
TASTY,"西堤牛排, Tasty"
外婆烧鸭,外婆烧
豪客来牛排,"豪客来, houcaller"
左庭右院鲜切牛肉火锅,左庭右院
七杯茶,七杯茶
蛙来哒炭烧牛蛙,蛙来哒
SPR COFFEE,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
味蜀吾老火锅,味蜀吾
泡泡.撞茶,泡泡撞茶
四海游龙,四海游龙
THEONE,"炭茶, THEONE"
李先生加州牛肉面,"李先生, Mrlee"
李先生蚌埠财富广场餐厅,"李先生, Mrlee"
布歌东京,"布歌东京, mvuke tokyo, mvuketokyo"
永和大王,"永和大王, 台式风味的精致快餐"
正新鸡排,正新鸡排
粥全粥到,粥全粥到
YO!Tea有茶,"有茶, YO! Tea, YO!Tea"
甜甜圈&咖啡,"甜甜圈, DAYLIGHT DONUTS, DAYLIGHTDONUTS"
百客家快餐,百客家
黑玉奶茶·甜品·炸鸡杯,黑玉奶茶
东池便当,东池便当
贡茶,贡茶
埃尔咖啡,埃尔咖啡
虾吃虾涮,虾吃虾涮
水天堂西餐厅,水天堂
香芋仙甜品店,香芋仙
七杯茶,七杯茶
面点王,面点王
La Kaffa,"六角咖啡, La Kaffa, LaKaffa"
载沅家炒酸奶,载沅家
找茶趣饮吧,"找茶, I tea, Itea"
茶大爷&松枝记,"茶大爷, teadaye"
五条人糖水铺·今天你好靓,五条人糖水铺
布歌东京MvukeTokyo,"布歌东京, mvuke tokyo, mvuketokyo"
永和豆浆,永和豆浆
星期五炸鸡汉堡,"星期五, FRIDAYS"
亚惠美食广场,亚惠美食
傣妹火锅,傣妹火锅
埃尔咖啡,埃尔咖啡
街头茶客,街头茶客
东来顺,东来顺
周麻婆,周麻婆
富公馆茶室,富公馆
周麻婆,周麻婆
豪尚豪牛排馆,豪尚豪
功夫小子,功夫小子
春阳茶事,春阳茶事
鹿谷製茶,鹿谷製茶
关茶,关茶
啡域咖啡,啡域咖啡
蒸浏记,蒸浏记
集渔帆海鲜楼,集渔
索菲克披萨,"索菲克, Sofeco"
吉野家,吉野家
上上仙菓,上上仙菓
外婆家手擀面,外婆家
肯德基,"肯德基, KFC"
芒可爱,芒可
老乡鸡,老乡鸡
弥茶,弥茶
茉沏,茉沏
喜虾客,喜虾客
鱼尚鲜草帽石锅鱼,鱼尚鲜
松竹火锅店,松竹
DQCakeDesign·戴卿甜品,DQ
谭鸭血老火锅,谭鸭血
糖百府,糖百府
冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
豪尚豪牛排,豪尚豪
下一站奶茶文化专门店,下一站奶茶
萃茶师,萃茶师
汉堡王子,"汉堡王, BurgerKing"
